dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,win
4,"[5, 11]","[4, 10, 10]",24,"[[5, 11, 2]]",[18],[['D']],2.0
7,"[6, 11]","[7, 10]",17,"[[6, 11, 2]]",[19],"[['H', 'S']]",1.0
2,"[3, 3]","[2, 11, 10, 3, 10]",26,"[[3, 9, 2], [3, 7, 10]]","[14, 20]","[['P', 'H', 'S'], ['D']]",3.0
5,"[9, 5]","[5, 8, 11, 4]",18,"[[9, 5]]",[14],[['S']],-1.0
5,"[10, 9]","[5, 10, 6]",21,"[[10, 9]]",[19],[['S']],-1.0
6,"[4, 10]","[6, 3, 10]",19,"[[4, 10]]",[14],[['S']],-1.0
10,"[10, 9]","[10, 5, 7]",22,"[[10, 9]]",[19],[['S']],1.0
10,"[7, 4]","[10, 6, 4]",20,"[[7, 4, 5]]",[16],[['D']],-2.0
10,"[3, 4]","[10, 10]",20,"[[3, 4, 10]]",[17],"[['H', 'S']]",-1.0
5,"[2, 10]","[5, 8, 2, 10]",25,"[[2, 10]]",[12],[['S']],1.0
5,"[8, 10]","[5, 7, 10]",22,"[[8, 10]]",[18],[['S']],1.0
11,"[5, 2]","[11, 2, 5]",18,"[[5, 2, 10]]",[17],"[['N', 'H', 'S']]",-1.0
2,"[8, 10]","[2, 6, 10]",18,"[[8, 10]]",[18],[['S']],0.0
7,"[7, 10]","[7, 4, 11, 8]",20,"[[7, 10]]",[17],[['S']],-1.0
8,"[10, 5]","[8, 9]",17,"[[10, 5, 10]]",[25],[['H']],-1.0
5,"[5, 10]","[5, 2, 8, 9]",24,"[[5, 10]]",[15],[['S']],1.0
10,"[9, 8]","[10, 7]",17,"[[9, 8]]",[17],[['S']],0.0
6,"[8, 10]","[6, 4, 11]",21,"[[8, 10]]",[18],[['S']],-1.0
7,"[2, 10]","[7, 8, 10]",25,"[[2, 10, 10]]",[22],[['H']],-1.0
2,"[10, 7]","[2, 4, 3, 10]",19,"[[10, 7]]",[17],[['S']],-1.0
10,"[10, 10]","[10, 6, 7]",23,"[[10, 10]]",[20],[['S']],1.0
10,"[4, 8]","[10, 10]",20,"[[4, 8, 6]]",[18],"[['H', 'S']]",-1.0
9,"[7, 4]","[9, 10]",19,"[[7, 4, 2]]",[13],[['D']],-2.0
2,"[4, 3]","[2, 10, 2, 10]",24,"[[4, 3, 10]]",[17],"[['H', 'S']]",1.0
10,"[2, 8]","[10, 9]",19,"[[2, 8, 10]]",[20],"[['H', 'S']]",1.0
9,"[10, 7]","[9, 10]",19,"[[10, 7]]",[17],[['S']],-1.0
8,"[8, 2]","[8, 8, 3]",19,"[[8, 2, 10]]",[20],[['D']],2.0
10,"[9, 3]","[10, 5, 7]",22,"[[9, 3, 11, 2, 3]]",[18],"[['H', 'H', 'H', 'S']]",1.0
9,"[10, 7]","[9, 10]",19,"[[10, 7]]",[17],[['S']],-1.0
3,"[7, 7]","[3, 5, 3, 10]",21,"[[7, 9], [7, 10]]","[16, 17]","[['P', 'S'], ['S']]",-2.0
10,"[4, 10]","[10, 10]",20,"[[4, 10, 3]]",[17],"[['H', 'S']]",-1.0
10,"[4, 10]","[10, 11]",BJ,"[[4, 10]]",[14],[[]],-1.0
3,"[7, 5]","[3, 10, 3, 5]",21,"[[7, 5, 4]]",[16],"[['H', 'S']]",-1.0
5,"[5, 3]","[5, 10, 3]",18,"[[5, 3, 10]]",[18],"[['H', 'S']]",0.0
11,"[3, 11]","[11, 7]",18,"[[3, 11, 9, 7]]",[20],"[['N', 'H', 'H', 'S']]",1.0
3,"[4, 6]","[3, 10, 10]",23,"[[4, 6, 10]]",[20],[['D']],2.0
7,"[6, 2]","[7, 10]",17,"[[6, 2, 8, 6]]",[22],"[['H', 'H']]",-1.0
10,"[10, 4]","[10, 11]",BJ,"[[10, 4]]",[14],[[]],-1.0
3,"[10, 10]","[3, 10, 8]",21,"[[10, 10]]",[20],[['S']],-1.0
4,"[7, 9]","[4, 11, 10, 8]",23,"[[7, 9]]",[16],[['S']],1.0
6,"[5, 10]","[6, 8, 6]",20,"[[5, 10]]",[15],[['S']],-1.0
4,"[5, 11]","[4, 7, 10]",21,"[[5, 11, 2]]",[18],[['D']],-2.0
10,"[7, 9]","[10, 3, 4]",17,"[[7, 9]]",[16],[['R']],-0.5
11,"[11, 5]","[11, 9]",20,"[[11, 5, 2, 7, 5]]",[20],"[['N', 'H', 'H', 'H', 'S']]",0.0
3,"[10, 5]","[3, 8, 6]",17,"[[10, 5]]",[15],[['S']],-1.0
9,"[5, 8]","[9, 6, 2]",17,"[[5, 8, 6]]",[19],"[['H', 'S']]",1.0
10,"[8, 6]","[10, 4, 7]",21,"[[8, 6, 5]]",[19],"[['H', 'S']]",-1.0
9,"[5, 5]","[9, 5, 10]",24,"[[5, 5, 9]]",[19],[['D']],2.0
10,"[2, 5]","[10, 7]",17,"[[2, 5, 2, 2, 4, 8]]",[23],"[['H', 'H', 'H', 'H']]",-1.0
10,"[8, 2]","[10, 10]",20,"[[8, 2, 8]]",[18],"[['H', 'S']]",-1.0
11,"[9, 7]","[11, 5, 4]",20,"[[9, 7]]",[16],"[['N', 'R']]",-0.5
10,"[10, 5]","[10, 2, 2, 5]",19,"[[10, 5]]",[15],[['R']],-0.5
10,"[6, 10]","[10, 2, 4, 8]",24,"[[6, 10]]",[16],[['R']],-0.5
7,"[10, 8]","[7, 11]",18,"[[10, 8]]",[18],[['S']],0.0
6,"[10, 8]","[6, 9, 10]",25,"[[10, 8]]",[18],[['S']],1.0
7,"[4, 10]","[7, 4, 3, 10]",24,"[[4, 10, 10]]",[24],[['H']],-1.0
6,"[10, 2]","[6, 10, 4]",20,"[[10, 2]]",[12],[['S']],-1.0
10,"[10, 6]","[10, 7]",17,"[[10, 6]]",[16],[['R']],-0.5
11,"[6, 9]","[11, 6, 10]",17,"[[6, 9]]",[15],"[['N', 'R']]",-0.5
6,"[6, 10]","[6, 7, 9]",22,"[[6, 10]]",[16],[['S']],1.0
8,"[3, 7]","[8, 7, 10]",25,"[[3, 7, 6]]",[16],[['D']],2.0
5,"[8, 11]","[5, 8, 10]",23,"[[8, 11]]",[19],[['S']],1.0
10,"[10, 10]","[10, 4, 2, 10]",26,"[[10, 10]]",[20],[['S']],1.0
7,"[10, 3]","[7, 10]",17,"[[10, 3, 3, 5]]",[21],"[['H', 'H', 'S']]",1.0
11,"[7, 11]","[11, 10]",BJ,"[[7, 11]]",[18],[['N']],-1.0
9,"[3, 4]","[9, 10]",19,"[[3, 4, 10]]",[17],"[['H', 'S']]",-1.0
5,"[10, 3]","[5, 6, 11, 4, 10]",26,"[[10, 3]]",[13],[['S']],1.0
4,"[10, 3]","[4, 5, 9]",18,"[[10, 3]]",[13],[['S']],-1.0
6,"[3, 10]","[6, 10, 9]",25,"[[3, 10]]",[13],[['S']],1.0
7,"[5, 5]","[7, 10]",17,"[[5, 5, 10]]",[20],[['D']],2.0
6,"[9, 11]","[6, 8, 4]",18,"[[9, 11]]",[20],[['S']],1.0
7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],1.0
2,"[11, 10]","[2, 11, 3, 10, 8]",24,"[[11, 10]]",['BJ'],[['S']],1.5
7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],1.0
9,"[10, 10]","[9, 8]",17,"[[10, 10]]",[20],[['S']],1.0
2,"[5, 10]","[2, 2, 11, 9, 6]",20,"[[5, 10]]",[15],[['S']],-1.0
10,"[5, 8]","[10, 6, 10]",26,"[[5, 8, 10]]",[23],[['H']],-1.0
5,"[10, 9]","[5, 10, 2]",17,"[[10, 9]]",[19],[['S']],1.0
11,"[8, 10]","[11, 11, 2, 4]",18,"[[8, 10]]",[18],"[['N', 'S']]",0.0
10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-1.0
8,"[4, 6]","[8, 9]",17,"[[4, 6, 6]]",[16],[['D']],-2.0
10,"[10, 9]","[10, 3, 6]",19,"[[10, 9]]",[19],[['S']],0.0
8,"[9, 4]","[8, 6, 5]",19,"[[9, 4, 10]]",[23],[['H']],-1.0
10,"[2, 10]","[10, 6, 10]",26,"[[2, 10, 2, 10]]",[24],"[['H', 'H']]",-1.0
2,"[9, 11]","[2, 6, 9]",17,"[[9, 11]]",[20],[['S']],1.0
4,"[9, 7]","[4, 5, 11]",20,"[[9, 7]]",[16],[['S']],-1.0
10,"[10, 11]","[10, 10]",20,"[[10, 11]]",['BJ'],[['S']],1.5
11,"[10, 2]","[11, 10]",BJ,"[[10, 2]]",[12],[['N']],-1.0
6,"[6, 4]","[6, 9, 10]",25,"[[6, 4, 7]]",[17],[['D']],2.0
2,"[2, 8]","[2, 10, 10]",22,"[[2, 8, 5]]",[15],[['D']],2.0
2,"[4, 2]","[2, 3, 2, 10]",17,"[[4, 2, 7]]",[13],"[['H', 'S']]",-1.0
9,"[10, 8]","[9, 4, 8]",21,"[[10, 8]]",[18],[['S']],-1.0
8,"[10, 10]","[8, 8, 8]",24,"[[10, 10]]",[20],[['S']],1.0
6,"[6, 7]","[6, 10, 10]",26,"[[6, 7]]",[13],[['S']],1.0
11,"[10, 10]","[11, 10]",BJ,"[[10, 10]]",[20],[['N']],-1.0
9,"[8, 10]","[9, 4, 5]",18,"[[8, 10]]",[18],[['S']],0.0
10,"[10, 8]","[10, 4, 2, 10]",26,"[[10, 8]]",[18],[['S']],1.0
9,"[7, 11]","[9, 5, 10]",24,"[[7, 11, 5, 6]]",[19],"[['H', 'H', 'S']]",1.0
7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 8]","[10, 10]",20,"[[10, 8]]",[18],[['S']],-1.0
6,"[10, 10]","[6, 10, 10]",26,"[[10, 10]]",[20],[['S']],1.0
11,"[6, 9]","[11, 5, 7, 9]",22,"[[6, 9]]",[15],"[['N', 'R']]",-0.5
7,"[10, 10]","[7, 11]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[5, 7]","[10, 4, 5]",19,"[[5, 7, 6]]",[18],"[['H', 'S']]",-1.0
7,"[3, 9]","[7, 4, 4, 10]",25,"[[3, 9, 11, 10]]",[23],"[['H', 'H']]",-1.0
10,"[2, 8]","[10, 11]",BJ,"[[2, 8]]",[10],[[]],-1.0
4,"[10, 10]","[4, 8, 8]",20,"[[10, 10]]",[20],[['S']],0.0
6,"[5, 3]","[6, 10, 9]",25,"[[5, 3, 6]]",[14],"[['H', 'S']]",1.0
8,"[10, 10]","[8, 8, 7]",23,"[[10, 10]]",[20],[['S']],1.0
5,"[5, 3]","[5, 3, 10]",18,"[[5, 3, 11]]",[19],"[['H', 'S']]",1.0
10,"[6, 6]","[10, 3, 10]",23,"[[6, 6, 5]]",[17],"[['H', 'S']]",1.0
10,"[10, 9]","[10, 2, 7]",19,"[[10, 9]]",[19],[['S']],0.0
4,"[11, 9]","[4, 6, 9]",19,"[[11, 9]]",[20],[['S']],1.0
10,"[2, 5]","[10, 5, 10]",25,"[[2, 5, 10]]",[17],"[['H', 'S']]",1.0
10,"[10, 10]","[10, 8]",18,"[[10, 10]]",[20],[['S']],1.0
4,"[10, 10]","[4, 6, 3, 7]",20,"[[10, 10]]",[20],[['S']],0.0
9,"[10, 10]","[9, 2, 10]",21,"[[10, 10]]",[20],[['S']],-1.0
10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],-0.5
11,"[2, 10]","[11, 2, 2, 7, 10]",22,"[[2, 10, 6]]",[18],"[['N', 'H', 'S']]",1.0
3,"[3, 5]","[3, 10, 8]",21,"[[3, 5, 3, 10]]",[21],"[['H', 'H', 'S']]",0.0
10,"[9, 2]","[10, 3, 4]",17,"[[9, 2, 10]]",[21],[['D']],2.0
10,"[3, 4]","[10, 5, 8]",23,"[[3, 4, 10]]",[17],"[['H', 'S']]",1.0
10,"[10, 4]","[10, 10]",20,"[[10, 4, 8]]",[22],[['H']],-1.0
9,"[6, 6]","[9, 5, 3]",17,"[[6, 6, 10]]",[22],[['H']],-1.0
5,"[10, 10]","[5, 10, 7]",22,"[[10, 10]]",[20],[['S']],1.0
2,"[10, 8]","[2, 3, 10, 9]",24,"[[10, 8]]",[18],[['S']],1.0
4,"[4, 10]","[4, 10, 6]",20,"[[4, 10]]",[14],[['S']],-1.0
2,"[11, 11]","[2, 10, 10]",22,"[[11, 4], [11, 7]]","[15, 18]","[['P'], []]",2.0
10,"[11, 4]","[10, 6, 5]",21,"[[11, 4, 10, 10]]",[25],"[['H', 'H']]",-1.0
11,"[3, 11]","[11, 5, 10, 2]",18,"[[3, 11, 11, 9, 10]]",[24],"[['N', 'H', 'H', 'H']]",-1.0
9,"[7, 7]","[9, 10]",19,"[[7, 7, 7]]",[21],"[['H', 'S']]",1.0
8,"[6, 8]","[8, 5, 10]",23,"[[6, 8, 9]]",[23],[['H']],-1.0
10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],1.5
11,"[3, 7]","[11, 4, 7, 10]",22,"[[3, 7, 5, 6]]",[21],"[['N', 'H', 'H', 'S']]",1.0
8,"[7, 11]","[8, 7, 2]",17,"[[7, 11]]",[18],[['S']],1.0
7,"[10, 4]","[7, 4, 3, 10]",24,"[[10, 4, 10]]",[24],[['H']],-1.0
3,"[10, 3]","[3, 2, 11, 10, 4]",20,"[[10, 3]]",[13],[['S']],-1.0
9,"[5, 8]","[9, 6, 3]",18,"[[5, 8, 10]]",[23],[['H']],-1.0
10,"[8, 6]","[10, 4, 8]",22,"[[8, 6, 6]]",[20],"[['H', 'S']]",1.0
2,"[7, 3]","[2, 9, 10]",21,"[[7, 3, 8]]",[18],[['D']],-2.0
3,"[6, 10]","[3, 3, 10, 4]",20,"[[6, 10]]",[16],[['S']],-1.0
2,"[5, 11]","[2, 10, 2, 10]",24,"[[5, 11, 11, 11]]",[18],"[['H', 'H', 'S']]",1.0
6,"[4, 10]","[6, 7, 10]",23,"[[4, 10]]",[14],[['S']],1.0
5,"[4, 10]","[5, 11, 4]",20,"[[4, 10]]",[14],[['S']],-1.0
10,"[2, 10]","[10, 11]",BJ,"[[2, 10]]",[12],[[]],-1.0
6,"[11, 2]","[6, 10, 6]",22,"[[11, 2, 9]]",[12],[['D']],2.0
10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],1.5
8,"[6, 3]","[8, 8, 10]",26,"[[6, 3, 10]]",[19],"[['H', 'S']]",1.0
10,"[5, 3]","[10, 7]",17,"[[5, 3, 4, 8]]",[20],"[['H', 'H', 'S']]",1.0
4,"[11, 11]","[4, 9, 4]",17,"[[11, 8], [11, 5]]","[19, 16]","[['P'], []]",0.0
11,"[10, 10]","[11, 10]",BJ,"[[10, 10]]",[20],[['N']],-1.0
10,"[8, 10]","[10, 11]",BJ,"[[8, 10]]",[18],[[]],-1.0
10,"[7, 4]","[10, 9]",19,"[[7, 4, 10]]",[21],[['D']],2.0
8,"[10, 3]","[8, 4, 10]",22,"[[10, 3, 4]]",[17],"[['H', 'S']]",1.0
11,"[10, 10]","[11, 6, 10]",17,"[[10, 10]]",[20],"[['N', 'S']]",1.0
4,"[2, 7]","[4, 11, 8, 10]",23,"[[2, 7, 8]]",[17],[['D']],2.0
2,"[11, 10]","[2, 6, 2, 9]",19,"[[11, 10]]",['BJ'],[['S']],1.5
4,"[9, 3]","[4, 10, 11, 5]",20,"[[9, 3]]",[12],[['S']],-1.0
10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-1.0
10,"[10, 5]","[10, 4, 10]",24,"[[10, 5]]",[15],[['R']],-0.5
9,"[10, 3]","[9, 4, 5]",18,"[[10, 3, 6]]",[19],"[['H', 'S']]",1.0
4,"[8, 7]","[4, 11, 10, 10]",25,"[[8, 7]]",[15],[['S']],1.0
4,"[10, 9]","[4, 10, 10]",24,"[[10, 9]]",[19],[['S']],1.0
7,"[5, 9]","[7, 10]",17,"[[5, 9, 11, 5]]",[20],"[['H', 'H', 'S']]",1.0
5,"[10, 7]","[5, 7, 10]",22,"[[10, 7]]",[17],[['S']],1.0
10,"[3, 2]","[10, 2, 6]",18,"[[3, 2, 10, 3]]",[18],"[['H', 'H', 'S']]",0.0
3,"[9, 2]","[3, 4, 9, 8]",24,"[[9, 2, 10]]",[21],[['D']],2.0
7,"[6, 4]","[7, 6, 10]",23,"[[6, 4, 2]]",[12],[['D']],2.0
10,"[10, 8]","[10, 6, 8]",24,"[[10, 8]]",[18],[['S']],1.0
11,"[6, 2]","[11, 9]",20,"[[6, 2, 8, 10]]",[26],"[['N', 'H', 'H']]",-1.0
11,"[2, 10]","[11, 2, 8]",21,"[[2, 10, 10]]",[22],"[['N', 'H']]",-1.0
9,"[10, 3]","[9, 3, 11, 2, 8]",23,"[[10, 3, 10]]",[23],[['H']],-1.0
10,"[10, 9]","[10, 4, 10]",24,"[[10, 9]]",[19],[['S']],1.0
6,"[3, 2]","[6, 11, 2]",19,"[[3, 2, 7]]",[12],"[['H', 'S']]",-1.0
10,"[7, 3]","[10, 7]",17,"[[7, 3, 10]]",[20],"[['H', 'S']]",1.0
10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-1.0
3,"[9, 10]","[3, 10, 4]",17,"[[9, 10]]",[19],[['S']],1.0
10,"[5, 10]","[10, 3, 6]",19,"[[5, 10]]",[15],[['R']],-0.5
10,"[2, 9]","[10, 10]",20,"[[2, 9, 2]]",[13],[['D']],-2.0
8,"[7, 8]","[8, 10]",18,"[[7, 8, 7]]",[22],[['H']],-1.0
6,"[9, 9]","[6, 6, 9]",21,"[[9, 3], [9, 10]]","[12, 19]","[['P', 'S'], ['S']]",-2.0
9,"[10, 9]","[9, 4, 3, 3]",19,"[[10, 9]]",[19],[['S']],0.0
7,"[3, 6]","[7, 6, 2, 10]",25,"[[3, 6, 7, 10]]",[26],"[['H', 'H']]",-1.0
10,"[2, 7]","[10, 8]",18,"[[2, 7, 2, 2, 4]]",[17],"[['H', 'H', 'H', 'S']]",-1.0
5,"[4, 5]","[5, 10, 10]",25,"[[4, 5, 10]]",[19],[['D']],2.0
9,"[8, 5]","[9, 8]",17,"[[8, 5, 5]]",[18],"[['H', 'S']]",1.0
10,"[10, 5]","[10, 11]",BJ,"[[10, 5]]",[15],[[]],-1.0
7,"[10, 7]","[7, 10]",17,"[[10, 7]]",[17],[['S']],0.0
6,"[3, 10]","[6, 10, 10]",26,"[[3, 10]]",[13],[['S']],1.0
10,"[7, 6]","[10, 3, 10]",23,"[[7, 6, 4]]",[17],"[['H', 'S']]",1.0
7,"[6, 5]","[7, 8, 6]",21,"[[6, 5, 10]]",[21],[['D']],0.0
11,"[10, 8]","[11, 7]",18,"[[10, 8]]",[18],"[['N', 'S']]",0.0
8,"[6, 11]","[8, 7, 3]",18,"[[6, 11, 11]]",[18],"[['H', 'S']]",0.0
3,"[6, 10]","[3, 5, 6, 11, 9]",24,"[[6, 10]]",[16],[['S']],1.0
10,"[5, 2]","[10, 3, 5]",18,"[[5, 2, 11, 2]]",[20],"[['H', 'H', 'S']]",1.0
10,"[10, 10]","[10, 6, 10]",26,"[[10, 10]]",[20],[['S']],1.0
2,"[3, 9]","[2, 10, 10]",22,"[[3, 9, 9]]",[21],"[['H', 'S']]",1.0
2,"[10, 4]","[2, 10, 9]",21,"[[10, 4]]",[14],[['S']],-1.0
10,"[2, 6]","[10, 10]",20,"[[2, 6, 2, 8]]",[18],"[['H', 'H', 'S']]",-1.0
5,"[6, 10]","[5, 10, 9]",24,"[[6, 10]]",[16],[['S']],1.0
10,"[10, 10]","[10, 9]",19,"[[10, 10]]",[20],[['S']],1.0
9,"[11, 10]","[9, 5, 7]",21,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[9, 5]","[10, 4, 5]",19,"[[9, 5, 8]]",[22],[['H']],-1.0
8,"[8, 9]","[8, 9]",17,"[[8, 9]]",[17],[['S']],0.0
6,"[10, 2]","[6, 3, 3, 8]",20,"[[10, 2]]",[12],[['S']],-1.0
2,"[7, 9]","[2, 10, 10]",22,"[[7, 9]]",[16],[['S']],1.0
10,"[2, 4]","[10, 11]",BJ,"[[2, 4]]",[6],[[]],-1.0
8,"[10, 10]","[8, 5, 11, 10]",24,"[[10, 10]]",[20],[['S']],1.0
6,"[10, 3]","[6, 4, 10]",20,"[[10, 3]]",[13],[['S']],-1.0
3,"[10, 3]","[3, 7, 11]",21,"[[10, 3]]",[13],[['S']],-1.0
10,"[10, 10]","[10, 6, 10]",26,"[[10, 10]]",[20],[['S']],1.0
2,"[3, 2]","[2, 7, 7, 10]",26,"[[3, 2, 8]]",[13],"[['H', 'S']]",1.0
10,"[7, 2]","[10, 7]",17,"[[7, 2, 9]]",[18],"[['H', 'S']]",1.0
6,"[6, 10]","[6, 9, 2]",17,"[[6, 10]]",[16],[['S']],-1.0
3,"[10, 2]","[3, 3, 10, 10]",26,"[[10, 2, 10]]",[22],[['H']],-1.0
5,"[7, 10]","[5, 10, 5]",20,"[[7, 10]]",[17],[['S']],-1.0
5,"[6, 5]","[5, 6, 8]",19,"[[6, 5, 8]]",[19],[['D']],0.0
4,"[6, 6]","[4, 3, 5, 7]",19,"[[6, 10], [6, 10]]","[16, 16]","[['P', 'S'], ['S']]",-2.0
10,"[8, 3]","[10, 10]",20,"[[8, 3, 10]]",[21],[['D']],2.0
5,"[9, 6]","[5, 10, 9]",24,"[[9, 6]]",[15],[['S']],1.0
10,"[4, 10]","[10, 3, 9]",22,"[[4, 10, 10]]",[24],[['H']],-1.0
6,"[10, 10]","[6, 10, 10]",26,"[[10, 10]]",[20],[['S']],1.0
3,"[2, 8]","[3, 10, 9]",22,"[[2, 8, 7]]",[17],[['D']],2.0
5,"[8, 7]","[5, 8, 10]",23,"[[8, 7]]",[15],[['S']],1.0
4,"[11, 10]","[4, 9, 6]",19,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[5, 5]","[10, 8]",18,"[[5, 5, 11]]",[21],"[['H', 'S']]",1.0
8,"[8, 10]","[8, 6, 3]",17,"[[8, 10]]",[18],[['S']],1.0
10,"[5, 10]","[10, 4, 7]",21,"[[5, 10]]",[15],[['R']],-0.5
10,"[6, 9]","[10, 7]",17,"[[6, 9]]",[15],[['R']],-0.5
2,"[10, 10]","[2, 7, 3, 10]",22,"[[10, 10]]",[20],[['S']],1.0
3,"[10, 11]","[3, 8, 10]",21,"[[10, 11]]",['BJ'],[['S']],1.5
10,"[10, 6]","[10, 4, 10]",24,"[[10, 6]]",[16],[['R']],-0.5
4,"[3, 10]","[4, 2, 7, 7]",20,"[[3, 10]]",[13],[['S']],-1.0
8,"[10, 10]","[8, 10]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],1.5
4,"[7, 3]","[4, 10, 9]",23,"[[7, 3, 3]]",[13],[['D']],2.0
10,"[10, 5]","[10, 4, 3]",17,"[[10, 5]]",[15],[['R']],-0.5
2,"[10, 9]","[2, 4, 11, 6, 7]",20,"[[10, 9]]",[19],[['S']],-1.0
9,"[8, 9]","[9, 3, 10]",22,"[[8, 9]]",[17],[['S']],1.0
4,"[8, 11]","[4, 2, 11, 7, 6]",20,"[[8, 11]]",[19],[['S']],-1.0
2,"[10, 10]","[2, 7, 11]",20,"[[10, 10]]",[20],[['S']],0.0
6,"[4, 10]","[6, 2, 10]",18,"[[4, 10]]",[14],[['S']],-1.0
11,"[8, 3]","[11, 10]",BJ,"[[8, 3]]",[11],[['N']],-1.0
9,"[4, 11]","[9, 11]",20,"[[4, 11, 10, 5]]",[20],"[['H', 'H', 'S']]",0.0
2,"[11, 9]","[2, 4, 2, 9]",17,"[[11, 9]]",[20],[['S']],1.0
5,"[10, 10]","[5, 2, 2, 6, 2]",17,"[[10, 10]]",[20],[['S']],1.0
4,"[5, 8]","[4, 10, 3]",17,"[[5, 8]]",[13],[['S']],-1.0
10,"[2, 4]","[10, 7]",17,"[[2, 4, 5, 5, 10]]",[26],"[['H', 'H', 'H']]",-1.0
5,"[11, 5]","[5, 10, 10]",25,"[[11, 5, 4]]",[20],[['D']],2.0
10,"[9, 10]","[10, 7]",17,"[[9, 10]]",[19],[['S']],1.0
10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-1.0
3,"[5, 6]","[3, 10, 9]",22,"[[5, 6, 2]]",[13],[['D']],2.0
5,"[6, 11]","[5, 9, 11, 10]",25,"[[6, 11, 11]]",[18],[['D']],2.0
8,"[2, 2]","[8, 7, 11, 4]",20,"[[2, 2, 9, 10]]",[23],"[['H', 'H']]",-1.0
11,"[10, 10]","[11, 8]",19,"[[10, 10]]",[20],"[['N', 'S']]",1.0
4,"[10, 11]","[4, 10, 10]",24,"[[10, 11]]",['BJ'],[['S']],1.5
10,"[8, 9]","[10, 10]",20,"[[8, 9]]",[17],[['S']],-1.0
3,"[10, 7]","[3, 5, 9]",17,"[[10, 7]]",[17],[['S']],0.0
4,"[9, 10]","[4, 9, 9]",22,"[[9, 10]]",[19],[['S']],1.0
5,"[2, 6]","[5, 10, 7]",22,"[[2, 6, 4]]",[12],"[['H', 'S']]",1.0
4,"[9, 9]","[4, 3, 10]",17,"[[9, 10], [9, 2, 10]]","[19, 21]","[['P', 'S'], ['D']]",3.0
4,"[4, 5]","[4, 3, 10]",17,"[[4, 5, 10]]",[19],[['D']],2.0
11,"[6, 7]","[11, 10]",BJ,"[[6, 7]]",[13],[['N']],-1.0
8,"[10, 10]","[8, 4, 10]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 10]","[10, 5, 11, 4]",20,"[[10, 10]]",[20],[['S']],0.0
10,"[10, 10]","[10, 2, 10]",22,"[[10, 10]]",[20],[['S']],1.0
3,"[2, 9]","[3, 6, 2, 10]",21,"[[2, 9, 10]]",[21],[['D']],0.0
9,"[4, 7]","[9, 3, 5]",17,"[[4, 7, 10]]",[21],[['D']],2.0
10,"[10, 5]","[10, 3, 10]",23,"[[10, 5]]",[15],[['R']],-0.5
10,"[10, 2]","[10, 8]",18,"[[10, 2, 5]]",[17],"[['H', 'S']]",-1.0
6,"[2, 5]","[6, 8, 10]",24,"[[2, 5, 10]]",[17],"[['H', 'S']]",1.0
6,"[10, 11]","[6, 2, 4, 11, 2, 6]",21,"[[10, 11]]",['BJ'],[['S']],1.5
5,"[10, 10]","[5, 3, 5, 7]",20,"[[10, 10]]",[20],[['S']],0.0
10,"[7, 8]","[10, 10]",20,"[[7, 8]]",[15],[['R']],-0.5
9,"[8, 3]","[9, 2, 10]",21,"[[8, 3, 5]]",[16],[['D']],-2.0
5,"[7, 10]","[5, 10, 3]",18,"[[7, 10]]",[17],[['S']],-1.0
10,"[6, 5]","[10, 7]",17,"[[6, 5, 3]]",[14],[['D']],-2.0
10,"[10, 3]","[10, 9]",19,"[[10, 3, 9]]",[22],[['H']],-1.0
10,"[11, 9]","[10, 8]",18,"[[11, 9]]",[20],[['S']],1.0
10,"[6, 9]","[10, 8]",18,"[[6, 9]]",[15],[['R']],-0.5
5,"[10, 5]","[5, 9, 5]",19,"[[10, 5]]",[15],[['S']],-1.0
11,"[7, 10]","[11, 5, 10, 4]",20,"[[7, 10]]",[17],"[['N', 'R']]",-0.5
10,"[5, 3]","[10, 5, 5]",20,"[[5, 3, 7, 2]]",[17],"[['H', 'H', 'S']]",-1.0
8,"[4, 7]","[8, 8, 10]",26,"[[4, 7, 10]]",[21],[['D']],2.0
5,"[7, 11]","[5, 2, 6, 3, 10]",26,"[[7, 11, 11]]",[19],[['D']],2.0
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
10,"[11, 10]","[10, 2, 10]",22,"[[11, 10]]",['BJ'],[['S']],1.5
